id,"Alkalinity, total",Calcium,Chloride,Fluoride,Magnesium,Nitrate as N,Sodium,Specific Conductivity,Sulfate,Total Dissolved Solids,Hardness
7756,142.0,118.0,265.0,0.27,41.0,13.0,112.0,1600.0,136.0,876.0,456.30251365301336
7757,210.0,23.0,20.0,0.7,7.0,1.3,69.0,491.0,19.3,320.0,104.36146852536352
7758,160.0,32.0,4.9,0.13,20.0,0.66,15.0,290.0,25.0,300.0,148.95577591852594
7759,200.0,84.0,82.0,0.11,27.0,13.2,35.0,840.0,41.0,440.0,324.5195426252636
7760,270.0,106.0,70.0,0.1,28.0,13.2,56.0,1060.0,99.0,670.0,397.6656973859474
7761,140.0,50.0,40.0,0.17,21.0,1.1,15.0,510.0,45.0,310.0,221.93045528529808
7762,230.0,45.0,24.0,0.42,24.0,0.59,37.0,620.0,23.0,330.0,200.4601285079642
7763,190.0,83.0,32.0,0.29,18.0,13.0,21.0,680.0,47.0,430.0,282.9552424544344
7764,82.0,18.0,23.0,0.31,13.0,1.8,15.0,250.0,3.2,210.0,94.10611578504827
7765,250.0,60.0,44.0,0.3,11.0,3.43,103.0,805.0,72.0,500.0,203.78515996645018
7766,65.0,35.0,30.0,0.13,0.66,3.0,34.0,370.0,44.0,180.0,80.62970742812743
7767,165.0,84.0,72.0,0.22,17.0,3.68,38.0,770.0,69.0,324.0,261.91437446026197
7768,87.0,18.0,4.3,0.63,11.0,0.84,41.0,370.0,5.3,62.0,94.1874759449488
7769,260.0,64.0,13.0,0.2,9.0,0.2,43.0,568.0,13.0,310.0,203.98901180735928
7770,69.0,11.0,17.0,0.87,1.3,0.5,42.0,280.0,26.0,180.0,32.46202808025308
7771,73.0,9.6,7.2,0.23,5.2,0.43,18.0,180.0,4.9,190.0,47.16163358863358
7772,65.0,15.0,2.9,0.13,3.5,0.75,6.0,120.0,3.5,84.0,55.73535654900654
7773,180.0,85.4,76.0,0.37,16.0,2.9,64.0,840.0,110.0,520.0,281.36441072510803
7774,120.0,21.0,6.6,0.11,16.0,3.6,18.0,340.0,12.0,230.0,125.22661745199242
7775,140.0,46.0,16.0,0.18,12.0,4.7,27.0,480.0,21.0,310.0,167.98369762182259
7776,210.0,70.0,41.0,0.93,20.0,0.65,46.0,744.0,85.0,410.0,265.0489320679321
7777,130.0,30.0,13.0,0.14,5.4,0.44,23.0,290.0,3.7,180.0,101.28804755516705
7778,120.0,87.0,170.0,0.2,18.0,5.9,95.0,1100.0,110.0,640.0,304.02303821478523
7779,130.0,40.0,29.0,0.13,25.0,6.8,23.0,530.0,6.1,350.0,195.59541237429238
7780,309.0,105.0,28.4,0.365,24.5,7.43,30.7,757.0,62.0,484.0,359.1622251914753
7781,88.0,11.0,46.0,0.2,0.52,1.6,85.0,386.0,20.0,550.0,40.4682906915307
7782,180.0,97.0,29.0,0.15,21.0,28.0,20.0,740.0,54.0,540.0,338.4778547563547
7783,56.0,41.0,40.0,0.081,0.47,5.9,64.0,510.0,110.0,310.0,92.92331503635249
7784,150.0,58.0,8.0,0.35,11.0,5.6,13.0,430.0,29.0,240.0,188.90495120990118
7785,50.0,7.0,120.0,0.7,1.2,0.56,129.0,530.0,35.0,320.0,30.435158573044617
7786,160.0,46.0,86.0,0.2,16.0,2.7,59.0,780.0,73.0,450.0,183.67466644699752
7787,102.0,18.3,15.0,0.11,7.3,4.08,31.4,257.0,10.2,205.0,77.3377724372849
7788,59.0,13.0,4.5,0.1,1.1,0.83,8.5,98.0,1.5,92.0,34.45309231601731
7789,220.0,84.0,25.0,0.34,28.0,8.0,28.0,630.0,48.0,450.0,314.02248330241963
7790,305.0,52.0,6.27,0.244,26.0,2.05,6.6,592.0,5.13,325.0,231.6822498693806
7791,73.0,13.0,8.3,0.14,4.1,2.4,24.0,210.0,12.0,200.0,60.21049058719057
7792,150.0,63.0,24.0,0.6,12.0,0.93,2.2,410.0,30.0,280.0,204.69880690257457
7793,130.0,38.0,4.2,0.2,5.9,1.2,18.0,320.0,7.2,200.0,125.29652023532022
7794,180.0,88.2,72.0,0.27,13.8,1.8,62.0,780.0,100.0,500.0,265.0674527614052
7795,170.0,47.0,27.0,0.24,17.0,15.0,40.0,564.0,18.0,400.0,195.54831925851926
7796,172.7,47.9,17.1,0.1,14.0,3.75,29.0,450.0,13.9,277.0,188.29538893883895
7797,140.0,41.0,8.8,0.18,9.8,1.8,9.9,310.0,15.0,200.0,145.04677953402808
7798,103.0,10.8,113.0,0.1,3.0,0.5,47.0,320.0,6.9,213.0,50.69881738539239
7799,90.0,57.0,5.7,0.34,11.0,1.2,9.0,380.0,25.0,230.0,181.39110273676323
7800,64.0,29.0,6.4,0.068,1.3,0.3822,21.0,249.0,25.0,130.0,64.35539110889111
7801,150.0,54.1,18.0,0.2,11.0,8.8,18.0,480.0,35.0,280.0,180.59218233294484
7802,163.0,88.1,76.9,0.27,16.9,2.64,47.6,746.0,124.0,472.0,287.4374998204572
7803,145.0,21.0,10.1,0.2,3.0,3.23,45.0,290.0,7.5,210.0,74.57959818514819
7804,34.0,26.0,140.0,0.28,0.67,4.5,140.0,770.0,110.0,450.0,62.4247811716062
7805,230.0,97.0,70.0,0.56,17.0,9.9,58.0,910.0,94.0,630.0,318.4084090689866
7806,170.0,77.0,20.0,0.31,20.0,13.0,17.0,580.0,50.0,400.0,270.1615966838717
7807,100.0,20.0,34.0,0.1,13.0,0.47,20.0,310.0,3.0,230.0,102.03150210309137
7808,150.0,36.0,10.0,2.3,16.0,1.3,14.0,370.0,22.0,190.0,163.00393031902738
7809,276.0,43.5,15.2,0.45,34.3,6.99,57.8,651.0,38.9,379.0,238.35644453532572
7810,189.0,74.0,45.0,0.2,13.0,0.9,74.0,783.0,141.0,520.0,248.40727757437008
7811,130.0,33.0,110.0,0.1,7.3,2.2,11.0,580.0,8.2,450.0,138.0138937136475
7812,110.0,19.0,2.8,0.11,12.0,0.576,11.0,230.0,3.0,180.0,94.77770713756179
7813,340.0,78.0,15.0,0.23,36.0,1.5,9.1,640.0,28.0,380.0,323.1571717920969
7814,150.0,42.0,77.0,0.12,13.0,1.2,51.0,600.0,18.0,370.0,157.13004124209127
7815,100.0,30.0,13.0,0.074,1.2,1.004,21.0,265.0,17.0,160.0,72.81471366710738
7816,140.0,44.0,22.0,0.2,15.0,5.4,18.0,470.0,17.0,270.0,172.90314508269503
7817,140.0,26.0,6.4,0.11,26.0,0.48,8.8,270.0,15.0,190.0,150.27462088496296
7818,345.0,184.0,166.0,0.34,55.5,0.9,116.0,1799.0,297.0,997.0,637.2084475468976
7819,140.0,31.0,11.0,0.13,17.0,0.75,12.0,360.0,25.0,190.0,146.69718971028973
7820,380.0,21.0,59.0,3.7,2.1,1.9,280.0,1200.0,180.0,770.0,103.670401980242
7821,250.0,51.0,97.0,0.2,31.0,3.0,98.0,1000.0,85.0,568.0,264.5493515873016
7822,250.0,10.0,78.0,0.4,8.0,0.8,156.0,845.0,58.2,500.0,106.14012296176047
7823,130.0,94.0,98.0,0.1,13.0,5.9,24.0,1100.0,24.0,450.0,280.56506707181694
7824,250.0,67.0,132.0,0.4,27.0,0.5,126.0,1200.0,120.0,720.0,297.8576975454545
7825,116.0,93.0,160.0,0.2,18.0,4.1,34.0,520.0,11.2,590.0,278.46127161394156
7826,82.0,14.0,16.0,0.11,9.1,0.52,11.0,210.0,2.2,170.0,70.8954522005772
7827,200.0,95.0,59.0,0.2,18.0,18.0,32.0,730.0,26.0,500.0,311.49714992868246
7828,140.0,29.0,33.0,0.11,23.0,1.7,17.0,400.0,15.0,280.0,170.18196573455782
7829,68.0,13.0,7.8,0.14,9.7,1.5,20.0,310.0,13.0,200.0,72.54578737341093
7830,168.0,68.0,12.0,0.2,27.0,0.54,13.0,420.0,30.0,380.0,277.6351848207349
7831,301.0,104.0,45.0,0.7,16.0,0.7,38.0,749.0,28.0,415.0,290.7865678618765
7832,94.0,15.0,16.0,0.38,15.0,1.0,21.0,290.0,38.0,240.0,110.58725379065385
7833,48.0,5.9,7.0,0.19,3.8,0.78,12.0,150.0,5.8,170.0,33.02610155955156
7834,250.0,110.0,54.0,0.34,26.0,7.4,50.0,970.0,140.0,590.0,378.80717576867556
7835,120.0,49.0,46.0,0.9,13.0,1.0,47.0,550.0,110.0,420.0,184.90243677987704
7836,110.0,24.0,8.3,0.11,8.4,2.3,16.0,240.0,7.7,160.0,102.38108796481298
7837,73.0,16.0,6.8,0.13,0.57,4.3,24.0,210.0,7.6,140.0,44.48381507381507
7838,150.0,22.0,13.0,0.13,12.0,0.2,31.0,340.0,3.0,250.0,105.09065860178711
7839,140.0,59.0,9.5,0.29,18.0,7.6,22.0,460.0,37.0,320.0,213.98370688644692
7840,134.4,30.8,11.2,0.14,4.5,3.59,27.0,240.0,14.1,200.0,104.5718818470419
7841,110.0,120.0,63.0,0.15,24.0,1.7,25.0,900.0,260.0,710.0,363.3460983877236
7842,81.0,60.0,5.72,0.412,2.4,1.03,13.0,219.0,6.3,140.0,130.99762210456203
7843,150.0,22.0,6.0,0.1,13.0,1.3,25.0,380.0,12.0,260.0,111.9652784821012
7844,47.0,9.8,34.0,0.24,7.7,1.0,25.0,270.0,6.5,180.0,55.39228919446567
7845,200.0,133.0,84.3,0.42,23.7,5.22,48.7,1040.0,176.0,640.0,393.3550704156953
7846,210.0,73.0,62.0,0.4,18.0,0.29,76.0,790.0,73.0,500.0,270.71524197746703
7847,170.0,39.0,24.0,0.1,19.0,3.77,18.0,430.0,10.0,310.0,179.1665174270174
7848,400.0,83.0,4.0,0.1,84.0,0.1,11.0,1000.0,218.0,660.0,495.9692102129895
7849,99.0,12.0,16.9,0.43,4.86,0.492,55.2,326.0,25.1,194.0,62.00457616827618
7850,190.0,140.0,110.0,0.1,13.0,13.0,44.0,990.0,95.0,760.0,377.42581464646463
7851,140.0,40.0,13.0,0.24,17.0,7.8,32.0,425.0,20.0,300.0,170.39295797535794
7852,160.0,14.0,33.0,1.6,1.6,2.7,100.0,521.0,26.0,340.0,44.461758577533566
7853,310.0,110.0,60.0,0.3,53.0,0.72,60.0,1100.0,230.0,740.0,490.2085092685094
7854,230.0,93.0,16.0,0.4,18.0,6.8,14.0,690.0,54.0,450.0,298.6621647943887
7855,150.0,53.0,70.0,0.13,31.0,6.3,30.0,670.0,33.0,380.0,259.29568687160787
7856,110.0,59.0,57.0,0.11,9.0,0.1,27.0,560.0,110.0,350.0,184.39300342643466
7857,210.0,200.0,260.0,0.14,43.0,12.0,140.0,1850.0,290.0,1200.0,637.1048084415584
7858,180.0,61.0,20.0,0.23,21.0,0.72,35.0,650.0,91.0,340.0,226.13767405372414
7859,200.0,100.0,72.0,0.1,20.0,17.0,33.0,890.0,50.0,620.0,344.08039239926745
7860,93.0,39.0,24.7,0.2,13.0,0.01,32.0,461.0,103.7,238.0,149.47915084637586
7861,69.4,15.0,5.5,0.15,7.0,1.7,13.0,170.0,6.8,120.0,71.3950137196137
7862,104.0,18.6,4.0,0.2,12.0,1.67,8.0,227.0,6.8,158.0,96.52384764239025
7863,130.0,33.0,12.0,0.18,15.0,6.89,29.0,520.0,15.0,240.0,148.39970791398147
7864,220.0,42.0,11.2,0.144,40.0,6.67,24.0,570.0,28.6,390.0,249.61767830416812
7865,170.0,50.0,14.22,0.11,20.0,1.16,20.0,446.0,26.0,320.0,201.43888959845705
7866,40.0,8.0,2.0,0.3,4.0,0.09,10.0,138.0,3.0,130.0,37.1012372072372
7867,250.0,47.0,7.54,0.083,44.0,0.12,53.0,810.0,47.3,490.0,307.8350402391726
7868,190.0,313.0,39.0,0.7,40.0,34.3,78.0,2540.0,1020.0,790.0,631.3719823290743
7869,362.0,118.0,218.0,0.11,79.2,2.7,45.21,1280.0,126.0,773.0,546.5230437007439
7870,54.0,20.0,44.0,1.8,3.0,0.289,61.0,420.0,57.0,230.0,68.0812924908425
7871,140.0,49.0,22.0,0.28,9.7,0.86,16.0,410.0,23.0,220.0,172.01673222933113
7872,168.0,94.9,82.9,0.14,21.5,0.574,71.7,961.0,172.0,498.0,318.46719045815297
7873,160.0,23.0,11.0,0.11,36.0,1.4,9.2,370.0,16.0,200.0,198.4860974747475
7874,380.0,11.0,120.0,0.11,8.1,4.1,270.0,1400.0,53.0,750.0,109.62669275835273
7875,153.0,29.0,47.0,0.2,15.0,0.4,47.0,431.0,8.0,311.0,138.47638372738376
7876,41.0,23.0,41.0,0.1,0.19,2.9731,94.0,530.0,81.0,410.0,53.863192637917656
7877,200.0,162.0,94.0,0.7,52.0,0.7,108.0,1470.0,550.0,1660.0,631.0450185925188
7878,130.0,83.0,169.0,0.1,32.0,7.25,90.0,1120.0,134.0,720.0,321.989150808497
7879,95.0,25.0,82.0,0.13,18.0,10.8,63.0,530.0,25.0,400.0,150.52610888555887
7880,90.0,31.0,22.0,0.3,30.0,8.8,19.0,397.0,23.9,240.0,191.73787836505159
7881,56.0,5.9,5.4,0.18,4.7,1.0,10.0,95.0,4.4,170.0,38.438540187590185
7882,210.0,39.0,20.0,0.21,29.0,1.6,27.0,470.0,22.0,310.0,212.86689437448658
7883,160.0,110.0,310.0,0.38,30.0,4.3,110.0,1490.0,61.0,940.0,435.34564138639126
7884,95.0,21.0,48.0,0.72,0.32,0.32,55.0,330.0,5.4,210.0,54.083037759462776
7885,140.0,39.0,15.0,0.2,16.0,0.2,22.0,430.0,65.8,250.0,166.99230735930735
7886,190.0,84.0,39.0,0.24,35.0,1.2,55.0,940.0,220.0,620.0,344.2589402478911
7887,140.0,36.0,14.0,0.2,6.8,2.1,30.0,360.0,8.6,200.0,118.04302274808533
7888,310.0,140.0,160.0,0.24,50.0,4.5,95.0,1400.0,120.0,910.0,557.4742668276172
7889,140.0,44.0,56.0,0.34,8.3,2.6369,84.0,660.0,98.0,390.0,155.27956723698526
7890,69.0,5.0,20.2,0.26,4.0,1.0,20.4,230.0,3.9,200.0,31.962990528915533
7891,280.0,160.0,80.0,0.26,37.0,2.9,72.0,980.0,300.0,920.0,540.8867898767899
7892,320.0,74.0,31.7,0.187,69000.0,6.492,27400.0,640.0,26.5,380.0,514.2006141053391
7893,82.0,38.0,51.0,0.27,5.7,1.8,30.0,410.0,30.0,280.0,114.12191470751472
7894,114.0,24.0,7.0,0.13,7.0,0.75,22.0,269.0,9.3,167.0,94.62937367354866
7895,230.0,69.0,29.0,0.66,26.0,5.0,28.0,660.0,57.0,410.0,272.65993327505834
7896,110.0,41.0,7.0,0.1,13.0,2.7,14.0,320.0,7.3,240.0,145.43259329004323
7897,211.0,110.0,63.6,0.664,40.1,0.66,90.5,1080.0,361.0,610.0,432.8602731435232
7898,100.0,27.0,4.8,0.15,14.0,0.29,8.6,210.0,15.0,150.0,119.99489858752356
7899,100.0,15.0,12.0,0.21,10.0,0.9,20.0,240.0,2.8,190.0,85.94309723609723
7900,204.0,75.4,12.0,0.13,18.4,1.1,21.0,1080.0,116.0,596.0,295.06522480991237
7901,150.0,24.0,6.7,0.11,24.0,0.56,8.2,360.0,24.0,200.0,149.1703663894585
7902,110.0,140.0,79.0,0.12,38.6,9.56,46.0,1100.0,256.0,630.0,484.8111733960484
7903,130.0,8.3,24.0,2.2,1.6,1.7,80.0,412.0,22.0,280.0,27.265591481231194
7904,147.0,57.0,20.0,0.3,16.0,0.3,23.0,514.0,86.0,334.0,209.57714732489737
7905,100.0,35.0,42.0,0.14,7.6,1.97,50.0,410.0,9.4,340.0,119.67555470779226
7906,275.0,68.0,36.4,0.1,23.0,5.7,46.0,676.0,39.9,490.0,273.9307141858141
7907,150.0,29.0,22.0,0.19,20.0,4.0,27.0,430.0,24.0,250.0,151.19930784493283
7908,250.0,26.0,48.0,0.1,36.0,15.5,50.0,753.0,28.0,600.0,222.40806847234467
7909,150.0,49.0,76.0,0.2,35.0,2.6,137.0,1360.0,500.0,590.0,259.4968619158619
7910,330.0,64.0,200.0,0.17,150.0,3.6,120.0,620.0,320.0,530.0,477.9777596792097
7911,140.0,59.0,10.0,0.26,7.3,7.1,11.0,410.0,27.0,270.0,175.66404652347654
7912,170.0,74.0,52.0,0.31,14.0,2.5,55.0,700.0,91.0,420.0,241.25758399933395
7913,160.0,33.0,6.4,0.11,10.0,6.1,19.0,300.0,8.1,200.0,128.12712455322458
7914,180.0,23.0,63.0,1.7,6.4,0.88,140.0,780.0,90.0,460.0,103.89721989205238
7915,140.0,60.0,6.5,0.4,9.0,2.0,11.0,360.0,25.0,260.0,170.17827909090911
7916,109.0,28.8,11.3,0.67,1.4,0.034,31.0,269.0,4.5,170.0,63.841914097014076
7917,220.0,59.0,4.4,0.31,23.0,2.9,7.4,490.0,29.0,280.0,232.13248198273945
7918,140.0,57.0,26.0,0.6,6.7,5.2,42.0,480.0,53.0,300.0,160.1814934165834
7919,202.0,28.0,53.0,0.2,10.0,0.5,100.0,678.0,4.0,402.0,123.70475841699971
7920,191.0,95.4,77.0,0.45,18.5,2.501,50.6,881.0,132.0,568.0,322.47380124986125
7921,273.0,89.0,170.0,0.26,21.0,0.454,103.4,1066.0,75.0,670.0,320.3628136242091
7922,72.0,13.0,46.0,0.31,9.9,0.48,31.0,360.0,25.0,210.0,75.11553782328784
7923,240.0,120.0,54.0,0.43,35.8,1.35,67.9,1092.0,180.0,710.0,430.41342382617376
7924,110.0,20.0,15.0,0.93,1.5,1.0,46.0,340.0,31.0,190.0,56.81637990620491
7925,130.0,32.0,11.0,0.1,7.0,0.88,19.0,348.0,8.0,180.0,118.33428091630599
7926,115.0,26.5,3.55,0.12,17.0,0.7,5.0,328.0,7.31,200.0,134.13300432900434
7927,200.0,48.0,36.0,0.3,15.0,2.0,62.0,600.0,48.0,360.0,190.26128033161282
7928,220.0,79.0,30.0,0.11,13.0,3.8,28.0,600.0,20.0,360.0,253.29601604827909
7929,156.5,40.0,14.8,0.1,12.0,4.63,19.0,399.0,14.0,277.0,159.085254961705
7930,231.0,38.5,6.0,0.1,17.0,3.9,30.0,410.0,8.8,394.0,180.55289760239754
7931,190.0,46.0,530.0,0.17,30.0,0.88,430.0,2300.0,64.0,1300.0,251.62500435969574
7932,212.0,103.0,101.0,0.46,19.6,3.86,71.1,985.0,139.0,608.0,340.34833363858377
7933,240.0,94.0,4.0,0.1,6.0,0.1,8.0,510.0,15.0,320.0,272.33034388813786
7934,160.0,75.0,120.0,0.34,21.0,0.94,76.0,930.0,140.0,560.0,279.33356711698025
7935,150.0,44.0,13.0,0.2,6.8,7.5,20.0,400.0,8.7,250.0,201.83091038128543
7936,129.0,107.0,110.0,0.4,31.0,56.6,98.0,1116.0,73.0,797.0,407.4653286879786
7937,260.0,53.0,6.7,0.1,32.0,0.77,16.0,540.0,33.0,360.0,264.26104659923413
7938,120.0,49.0,6.0,0.1,3.0,2.1,21.0,351.0,9.9,240.0,111.76478357364859
7939,44.0,100.0,52.0,0.077,0.56,5.4,66.0,612.0,300.0,290.0,253.44859646334052
7940,57.0,55.0,44.0,0.16,0.37,1.8,61.0,429.0,72.0,240.0,103.17228047619054
7941,160.0,86.0,41.0,0.18,41.0,5.2,58.0,980.0,260.0,630.0,381.376677932068
7942,144.0,68.0,84.7,0.401,9.7,3.6,82.5,980.0,138.0,436.0,211.05816515982224
7943,270.0,23.0,52.0,0.1,9.0,0.9,138.0,822.0,2.1,340.0,112.39087724497728
7944,140.0,23.0,22.0,0.15,6.9,5.2,63.0,430.0,31.0,300.0,103.90109482406484
7945,320.0,78.0,76.0,0.17,47.0,0.4,65.0,960.0,65.0,560.0,381.1517832174361
7946,78.0,15.0,20.0,7.6,4.7,1.1,53.0,340.0,46.0,190.0,65.95434135031637
7947,183.0,38.0,18.1,0.1,1.7,1.3,61.0,300.0,12.7,215.0,97.19541379287382
7948,120.0,50.0,19.0,0.12,4.2,5.2,29.0,420.0,50.0,290.0,132.32026429681423
7949,220.0,82.0,29.0,0.64,25.0,4.7,21.0,720.0,88.0,460.0,295.4156474134199
7950,160.0,66.0,35.0,0.45,24.0,9.7,35.0,720.0,32.0,300.0,254.63137731712735
7951,250.0,13.0,9.1,0.15,23.0,1.0,9.4,290.0,6.6,160.0,132.09305297480302
7952,90.0,29.0,17.0,0.11,3.3,0.728,22.0,258.0,20.0,180.0,89.29495290426239
7953,160.0,79.0,31.0,0.42,98.0,0.56,74.0,1700.0,480.0,1100.0,663.6532985569985
7954,120.0,48.0,210.0,0.14,16.0,1.88,39.0,560.0,11.0,580.0,196.15487319053497
7955,180.0,33.0,7.0,0.1,25.0,5.6,16.0,492.0,15.7,280.0,180.4491351207273
7956,120.0,21.0,3.2,0.15,13.0,0.77,12.0,250.0,2.1,170.0,104.28756580617095
7957,88.0,20.0,7.5,0.15,8.4,0.76,13.0,220.0,2.7,170.0,82.79209452214457
7958,200.0,91.0,34.0,0.19,36.0,1.1,50.0,840.0,240.0,600.0,374.91602584637593
7959,110.0,22.0,6.0,0.1,7.0,2.3,18.0,249.0,13.6,170.0,90.20698952158953
7960,310.0,110.0,77.0,0.6,58.0,1.0,64.0,1100.0,230.0,800.0,509.5200687090688
7961,127.1,31.0,33.0,0.12,12.5,2.62,26.0,330.0,10.0,250.0,128.88186292041294
7962,218.0,96.3,136.0,0.59,20.7,2.397,92.6,1050.0,139.0,632.0,334.5867582140082
7963,72.0,27.0,48.0,0.22,13.0,1.2,25.0,320.0,6.6,250.0,119.31242617105114
7964,29.0,9.2,53.0,0.11,6.6,2.0,31.0,240.0,9.2,170.0,53.199562643239126
7965,116.0,33.2,73.8,0.1,18.8,4.59,35.6,468.0,18.5,343.0,160.42929091986443
7966,210.0,59.0,69.0,0.13,27.0,2.9,31.0,590.0,34.0,360.0,259.498167587184
7967,190.0,72.0,7.5,0.43,13.0,0.75,16.0,450.0,41.0,280.0,222.07294080919092
7968,140.0,84.0,54.0,0.1,14.0,3.6,23.0,620.0,69.0,470.0,264.57007997558
7969,180.0,87.0,9.9,0.31,24.3,1.4,23.0,700.0,230.0,400.0,306.7190434080365
7970,130.0,38.0,5.2,0.19,18.0,1.9,17.0,341.0,28.0,350.0,161.7438823121323
7971,190.0,65.0,96.0,0.7,27.0,0.7,83.0,925.0,129.0,550.0,286.403067932068
7972,130.0,38.0,30.0,0.17,12.0,0.5,18.0,380.0,17.0,205.0,146.2959714230214
7973,81.0,39.0,40.0,0.3,6.3,5.0,33.0,440.0,24.0,270.0,121.57312631257632
7974,150.0,52.0,11.0,0.3,11.0,3.8,15.0,430.0,23.0,270.0,176.76229981962487
7975,350.0,140.0,98.0,0.36,53.0,9.108,120.0,1600.0,270.0,1000.0,578.9313945276946
7976,110.0,23.0,7.2,0.13,14.0,7.2,18.0,330.0,14.0,240.0,121.89692474469972
7977,100.0,28.0,9.4,0.056,2.9,0.038,21.0,320.0,14.0,180.0,80.94879099253691
7978,200.0,44.0,39.0,0.12,35.0,0.66,16.0,540.0,37.0,310.0,256.552969327922
7979,110.0,21.0,19.0,0.61,8.8,1.8,21.0,350.0,6.7,210.0,92.62123116466864
7980,212.0,60.0,88.0,0.23,28.0,0.5,79.0,818.0,89.0,476.0,269.78904593975466
7981,150.0,59.0,8.4,0.25,6.0,6.3,12.0,410.0,24.0,280.0,168.9163516761016
7982,140.0,48.0,11.0,0.35,6.1,1.2,19.0,380.0,2.3,240.0,137.53221537906538
7983,210.0,49.0,23.0,0.28,30.0,2.0,33.0,620.0,47.0,300.0,245.57074885225876
7984,240.0,57.0,38.0,0.1,32.0,4.88,20.0,663.0,19.0,410.0,263.06666269286256
7985,190.0,97.0,16.0,0.19,15.0,14.0,33.0,720.0,88.0,460.0,295.2317017427017
7986,100.0,21.0,32.0,0.11,14.0,0.09,16.0,300.0,1.4,190.0,107.5049663651904
7987,210.0,32.0,11.0,0.14,18.0,1.8,25.0,440.0,4.6,240.0,155.87225593295594
7988,420.0,93.0,120.0,0.51,21.0,2.8,89.0,1000.0,49.0,630.0,336.36561221278725
7989,200.0,41.0,24.0,0.31,16.0,0.75,40.0,560.0,26.0,270.0,182.49628499278498
7990,104.0,17.0,28.5,0.18,11.0,2.87,31.0,360.0,18.0,370.0,108.02886694791317
7991,288.0,122.0,36.5,0.316,27.9,6.8,36.0,931.0,154.0,554.0,398.86266988566985
7992,89.0,40.0,24.0,0.12,5.7,9.7,36.0,424.0,31.0,280.0,152.8634590079855
7993,32.0,11.0,48.0,0.1,4.7,3.1,34.0,290.0,15.0,210.0,62.86696416916416
7994,500.0,46.0,8.0,3.8,34.0,0.77,398.0,1850.0,402.0,1200.0,292.5849949350648
7995,220.0,76.0,81.0,0.25,24.0,4.5887,41.0,770.0,25.0,480.0,294.04563048673543
7996,88.0,30.0,11.0,0.17,3.2,1.217,24.0,289.0,22.0,140.0,91.50746401709402
7997,64.0,21.0,18.0,0.05,0.68,4.7,31.0,327.0,28.0,160.0,51.87836608391608
7998,210.0,32.0,53.0,0.15,24.0,0.12,68.0,570.0,25.0,670.0,192.15406829281835
7999,230.0,82.0,14.0,0.1,9.0,2.0,19.0,580.0,24.0,310.0,245.5332834942835
8000,190.0,13.0,9.3,0.15,30.0,0.56,11.0,400.0,7.4,220.0,183.3435603840604
